ID	Genus	Species	Chilling	Photoperiod	Target Temperature	Measured Temperature	Individual	ID1	ID2	DOY of Budburst	DAY to Budburst	GDH	Location	Chilling	Stage 2 accomplished	Stage 4 accomplished	Budburst success	GDD
Acer_yes_8_20°C_1	Acer	Acer pseudoplatanus	high	8	20°C	20.2	1	Acerpseudoplatanus1	Acer pseudoplatanus_1_high_8	81	35	18582	Zürich	83	1	1	0.29	774
Fagus_no_16_15°C_1	Fagus	Fagus sylvatica	low	16	15°C	15.04	1	Fagussylvatica1	Fagus sylvatica_1_low_16	61	71	25631	Zürich	27	1	1	0.8	1068
Fagus_no_16_15°C_3	Fagus	Fagus sylvatica	low	16	15°C	15.04	3	Fagussylvatica3	Fagus sylvatica_3_low_16	61	71	25631	Zürich	27	1	1	0.8	1068
Fagus_no_8_10°C_8	Fagus	Fagus sylvatica	low	8	10°C	9.74	8	Fagussylvatica8	Fagus sylvatica_8_low_8	99	109	25491	Zürich	27	1	1	0.89	1062
Acer_no_8_5°C_6	Acer	Acer pseudoplatanus	low	8	5°C	5.58	6	Acerpseudoplatanus6	Acer pseudoplatanus_6_low_8	179	189	25320	Zürich	27	1	0	0.2	1055
Tilia_no_8_5°C_7	Tilia	Tilia cordata	low	8	5°C	5.58	7	Tiliacordata7	Tilia cordata_7_low_8	179	189	25320	Zürich	27	1	0	0.3	1055
Fagus_yes_8_15°C_1	Fagus	Fagus sylvatica	high	8	15°C	14.66	1	Fagussylvatica1	Fagus sylvatica_1_high_8	112	66	24830	Zürich	83	1	1	0.22	1035
Fagus_yes_8_15°C_2	Fagus	Fagus sylvatica	high	8	15°C	14.66	2	Fagussylvatica2	Fagus sylvatica_2_high_8	112	66	24830	Zürich	83	1	1	0.64	1035
Acer_no_8_10°C_7	Acer	Acer pseudoplatanus	low	8	10°C	9.75	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_low_8	96	106	24806	Zürich	27	1	1	0.23	1034
Quercus_no_8_10°C_1	Quercus	Quercus robur	low	8	10°C	9.75	1	Quercusrobur1	Quercus robur_1_low_8	96	106	24806	Zürich	27	1	1	0.31	1034
Fagus_no_8_10°C_6	Fagus	Fagus sylvatica	low	8	10°C	9.75	6	Fagussylvatica6	Fagus sylvatica_6_low_8	96	106	24806	Zürich	27	1	1	1	1034
Acer_no_8_15°C_8	Acer	Acer pseudoplatanus	low	8	15°C	14.52	8	Acerpseudoplatanus8	Acer pseudoplatanus_8_low_8	61	71	24742	Zürich	27	1	1	0.5	1031
Tilia_no_8_15°C_4	Tilia	Tilia cordata	low	8	15°C	14.52	4	Tiliacordata4	Tilia cordata_4_low_8	61	71	24742	Zürich	27	1	1	0.55	1031
Acer_no_8_5°C_1	Acer	Acer pseudoplatanus	low	8	5°C	5.59	1	Acerpseudoplatanus1	Acer pseudoplatanus_1_low_8	172	182	24396	Zürich	27	1	0	0.38	1017
Acer_no_8_5°C_2	Acer	Acer pseudoplatanus	low	8	5°C	5.59	2	Acerpseudoplatanus2	Acer pseudoplatanus_2_low_8	172	182	24396	Zürich	27	1	0	0.4	1017
Tilia_no_8_5°C_3	Tilia	Tilia cordata	low	8	5°C	5.59	3	Tiliacordata3	Tilia cordata_3_low_8	172	182	24396	Zürich	27	1	1	0.4	1017
Acer_no_16_10°C_7	Acer	Acer pseudoplatanus	low	16	10°C	10	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_low_16	91	101	24235	Zürich	27	1	0	0.44	1010
Tilia_no_16_10°C_3	Tilia	Tilia cordata	low	16	10°C	10	3	Tiliacordata3	Tilia cordata_3_low_16	91	101	24235	Zürich	27	1	1	0.64	1010
Acer_no_16_15°C_7	Acer	Acer pseudoplatanus	low	16	15°C	15.05	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_low_16	57	67	24205	Zürich	27	1	0	0.64	1009
Tilia_no_16_15°C_3	Tilia	Tilia cordata	low	16	15°C	15.05	3	Tiliacordata3	Tilia cordata_3_low_16	57	67	24205	Zürich	27	1	1	0.39	1009
Tilia_no_16_15°C_4	Tilia	Tilia cordata	low	16	15°C	15.05	4	Tiliacordata4	Tilia cordata_4_low_16	57	67	24205	Zürich	27	1	1	0.33	1009
Fagus_no_16_15°C_2	Fagus	Fagus sylvatica	low	16	15°C	15.05	2	Fagussylvatica2	Fagus sylvatica_2_low_16	57	67	24205	Zürich	27	1	1	0.5	1009
Fagus_no_16_15°C_8	Fagus	Fagus sylvatica	low	16	15°C	15.05	8	Fagussylvatica8	Fagus sylvatica_8_low_16	57	67	24205	Zürich	27	1	1	0.88	1009
Tilia_yes_8_5°C_1	Tilia	Tilia cordata	high	8	5°C	5.59	1	Tiliacordata1	Tilia cordata_1_high_8	214	168	24166	Zürich	83	1	0	0.15	1007
Quercus_yes_8_5°C_1	Quercus	Quercus robur	high	8	5°C	5.59	1	Quercusrobur1	Quercus robur_1_high_8	214	168	24166	Zürich	83	1	0	0.14	1007
Acer_yes_8_10°C_1	Acer	Acer pseudoplatanus	high	8	10°C	9.72	1	Acerpseudoplatanus1	Acer pseudoplatanus_1_high_8	141	95	23775	Zürich	83	1	1	0.14	991
Acer_yes_8_15°C_2	Acer	Acer pseudoplatanus	high	8	15°C	14.66	2	Acerpseudoplatanus2	Acer pseudoplatanus_2_high_8	109	63	23777	Zürich	83	1	1	0.5	991
Tilia_yes_8_10°C_7	Tilia	Tilia cordata	high	8	10°C	9.72	7	Tiliacordata7	Tilia cordata_7_high_8	141	95	23775	Zürich	83	1	1	0.28	991
Tilia_yes_8_20°C_7	Tilia	Tilia cordata	high	8	20°C	20.2	7	Tiliacordata7	Tilia cordata_7_high_8	81	35	18582	Zürich	83	1	0	0.17	774
Tilia_no_8_15°C_3	Tilia	Tilia cordata	low	8	15°C	14.53	3	Tiliacordata3	Tilia cordata_3_low_8	57	67	23372	Zürich	27	1	1	0.14	974
Quercus_no_16_10°C_3	Quercus	Quercus robur	low	16	10°C	10.01	3	Quercusrobur3	Quercus robur_3_low_16	87	97	23294	Zürich	27	1	1	0.22	971
Fagus_no_16_10°C_1	Fagus	Fagus sylvatica	low	16	10°C	10.01	1	Fagussylvatica1	Fagus sylvatica_1_low_16	87	97	23294	Zürich	27	1	1	0.57	971
Fagus_no_16_10°C_5	Fagus	Fagus sylvatica	low	16	10°C	10.01	5	Fagussylvatica5	Fagus sylvatica_5_low_16	87	97	23294	Zürich	27	1	1	0.8	971
Acer_yes_16_20°C_3	Acer	Acer pseudoplatanus	high	16	20°C	20.54	3	Acerpseudoplatanus3	Acer pseudoplatanus_3_high_16	77	31	16895	Zürich	83	1	0	0.14	704
Betula_no_8_10°C_8	Betula	Betula pendula	low	8	10°C	9.75	8	Betulapendula8	Betula pendula_8_low_8	87	97	22703	Zürich	27	1	0	0.69	946
Quercus_no_8_10°C_3	Quercus	Quercus robur	low	8	10°C	9.75	3	Quercusrobur3	Quercus robur_3_low_8	87	97	22703	Zürich	27	1	1	0.25	946
Quercus_no_8_10°C_8	Quercus	Quercus robur	low	8	10°C	9.75	8	Quercusrobur8	Quercus robur_8_low_8	87	97	22703	Zürich	27	1	1	0.5	946
Fagus_no_16_10°C_3	Fagus	Fagus sylvatica	low	16	10°C	10.02	3	Fagussylvatica3	Fagus sylvatica_3_low_16	84	94	22600	Zürich	27	1	1	1	942
Fagus_no_16_10°C_4	Fagus	Fagus sylvatica	low	16	10°C	10.02	4	Fagussylvatica4	Fagus sylvatica_4_low_16	84	94	22600	Zürich	27	1	1	0.92	942
Fagus_no_16_10°C_6	Fagus	Fagus sylvatica	low	16	10°C	10.02	6	Fagussylvatica6	Fagus sylvatica_6_low_16	84	94	22600	Zürich	27	1	1	0.67	942
Fagus_no_16_10°C_8	Fagus	Fagus sylvatica	low	16	10°C	10.02	8	Fagussylvatica8	Fagus sylvatica_8_low_16	84	94	22600	Zürich	27	1	1	0.8	942
Acer_no_8_5°C_3	Acer	Acer pseudoplatanus	low	8	5°C	5.58	3	Acerpseudoplatanus3	Acer pseudoplatanus_3_low_8	158	168	22509	Zürich	27	1	0	0.2	938
Tilia_no_16_15°C_1	Tilia	Tilia cordata	low	16	15°C	15.07	1	Tiliacordata1	Tilia cordata_1_low_16	52	62	22420	Zürich	27	1	1	0.17	934
Acer_yes_8_20°C_3	Acer	Acer pseudoplatanus	high	8	20°C	20.26	3	Acerpseudoplatanus3	Acer pseudoplatanus_3_high_8	77	31	16687	Zürich	83	1	1	0.24	695
Tilia_yes_8_5°C_6	Tilia	Tilia cordata	high	8	5°C	5.6	6	Tiliacordata6	Tilia cordata_6_high_8	200	154	22292	Zürich	83	1	0	0.27	929
Acer_yes_16_10°C_1	Acer	Acer pseudoplatanus	high	16	10°C	9.89	1	Acerpseudoplatanus1	Acer pseudoplatanus_1_high_16	133	87	22261	Zürich	83	1	0	0.21	928
Acer_no_8_15°C_7	Acer	Acer pseudoplatanus	low	8	15°C	14.55	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_low_8	53	63	22005	Zürich	27	1	0	0.43	917
Quercus_no_16_10°C_5	Quercus	Quercus robur	low	16	10°C	10.03	5	Quercusrobur5	Quercus robur_5_low_16	81	91	21899	Zürich	27	1	0	0.07	912
Acer_yes_8_20°C_6	Acer	Acer pseudoplatanus	high	8	20°C	20.26	6	Acerpseudoplatanus6	Acer pseudoplatanus_6_high_8	77	31	16687	Zürich	83	1	1	0.47	695
Tilia_yes_16_20°C_1	Tilia	Tilia cordata	high	16	20°C	20.63	1	Tiliacordata1	Tilia cordata_1_high_16	74	28	15478	Zürich	83	1	0	0.11	645
Tilia_no_8_5°C_4	Tilia	Tilia cordata	low	8	5°C	5.59	4	Tiliacordata4	Tilia cordata_4_low_8	152	162	21717	Zürich	27	1	1	0.2	905
Quercus_no_8_5°C_4	Quercus	Quercus robur	low	8	5°C	5.59	4	Quercusrobur4	Quercus robur_4_low_8	152	162	21717	Zürich	27	1	0	0.23	905
Fagus_no_8_5°C_1	Fagus	Fagus sylvatica	low	8	5°C	5.59	1	Fagussylvatica1	Fagus sylvatica_1_low_8	152	162	21717	Zürich	27	1	1	0.88	905
Fagus_no_8_5°C_3	Fagus	Fagus sylvatica	low	8	5°C	5.59	3	Fagussylvatica3	Fagus sylvatica_3_low_8	152	162	21717	Zürich	27	1	0	0.57	905
Carpinus_no_16_15°C_2	Carpinus	Carpinus betulus	low	16	15°C	15.07	2	Carpinusbetulus2	Carpinus betulus_2_low_16	50	60	21703	Zürich	27	1	0	0.43	904
Fagus_no_16_15°C_6	Fagus	Fagus sylvatica	low	16	15°C	15.07	6	Fagussylvatica6	Fagus sylvatica_6_low_16	50	60	21703	Zürich	27	1	1	0.83	904
Tilia_yes_16_10°C_7	Tilia	Tilia cordata	high	16	10°C	9.9	7	Tiliacordata7	Tilia cordata_7_high_16	130	84	21567	Zürich	83	1	1	0.3	899
Tilia_yes_16_20°C_7	Tilia	Tilia cordata	high	16	20°C	20.63	7	Tiliacordata7	Tilia cordata_7_high_16	74	28	15478	Zürich	83	1	0	0.22	645
Fagus_yes_8_20°C_4	Fagus	Fagus sylvatica	high	8	20°C	20.32	4	Fagussylvatica4	Fagus sylvatica_4_high_8	74	28	15267	Zürich	83	1	1	0.07	636
Tilia_yes_8_5°C_8	Tilia	Tilia cordata	high	8	5°C	5.6	8	Tiliacordata8	Tilia cordata_8_high_8	193	147	21352	Zürich	83	1	1	0.47	890
Fagus_yes_8_15°C_4	Fagus	Fagus sylvatica	high	8	15°C	14.68	4	Fagussylvatica4	Fagus sylvatica_4_high_8	102	56	21349	Zürich	83	1	1	1	890
Quercus_no_8_10°C_2	Quercus	Quercus robur	low	8	10°C	9.74	2	Quercusrobur2	Quercus robur_2_low_8	81	91	21281	Zürich	27	1	1	0.18	887
Quercus_no_8_10°C_5	Quercus	Quercus robur	low	8	10°C	9.74	5	Quercusrobur5	Quercus robur_5_low_8	81	91	21281	Zürich	27	1	1	0.25	887
Quercus_no_8_10°C_7	Quercus	Quercus robur	low	8	10°C	9.74	7	Quercusrobur7	Quercus robur_7_low_8	81	91	21281	Zürich	27	1	1	0.46	887
Acer_yes_8_10°C_2	Acer	Acer pseudoplatanus	high	8	10°C	9.75	2	Acerpseudoplatanus2	Acer pseudoplatanus_2_high_8	130	84	21274	Zürich	83	1	1	0.78	886
Acer_yes_8_10°C_5	Acer	Acer pseudoplatanus	high	8	10°C	9.75	5	Acerpseudoplatanus5	Acer pseudoplatanus_5_high_8	130	84	21274	Zürich	83	1	0	0.37	886
Acer_yes_8_10°C_6	Acer	Acer pseudoplatanus	high	8	10°C	9.75	6	Acerpseudoplatanus6	Acer pseudoplatanus_6_high_8	130	84	21274	Zürich	83	1	1	0.38	886
Tilia_yes_8_10°C_1	Tilia	Tilia cordata	high	8	10°C	9.75	1	Tiliacordata1	Tilia cordata_1_high_8	130	84	21274	Zürich	83	1	1	0.13	886
Fagus_no_16_15°C_5	Fagus	Fagus sylvatica	low	16	15°C	15.08	5	Fagussylvatica5	Fagus sylvatica_5_low_16	48	58	20990	Zürich	27	1	1	0.64	875
Fagus_no_16_10°C_2	Fagus	Fagus sylvatica	low	16	10°C	10.04	2	Fagussylvatica2	Fagus sylvatica_2_low_16	77	87	20968	Zürich	27	1	1	0.5	874
Fagus_no_16_10°C_7	Fagus	Fagus sylvatica	low	16	10°C	10.04	7	Fagussylvatica7	Fagus sylvatica_7_low_16	77	87	20968	Zürich	27	1	1	0.67	874
Acer_yes_16_15°C_1	Acer	Acer pseudoplatanus	high	16	15°C	15.18	1	Acerpseudoplatanus1	Acer pseudoplatanus_1_high_16	99	53	20923	Zürich	83	1	0	0.18	872
Acer_yes_16_15°C_4	Acer	Acer pseudoplatanus	high	16	15°C	15.18	4	Acerpseudoplatanus4	Acer pseudoplatanus_4_high_16	99	53	20923	Zürich	83	1	1	0.4	872
Tilia_yes_16_15°C_1	Tilia	Tilia cordata	high	16	15°C	15.18	1	Tiliacordata1	Tilia cordata_1_high_16	99	53	20923	Zürich	83	1	0	0.4	872
Acer_yes_16_10°C_6	Acer	Acer pseudoplatanus	high	16	10°C	9.91	6	Acerpseudoplatanus6	Acer pseudoplatanus_6_high_16	126	80	20634	Zürich	83	1	1	0.25	860
Tilia_yes_16_10°C_6	Tilia	Tilia cordata	high	16	10°C	9.91	6	Tiliacordata6	Tilia cordata_6_high_16	126	80	20634	Zürich	83	1	1	0.5	860
Acer_yes_8_20°C_4	Acer	Acer pseudoplatanus	high	8	20°C	20.38	4	Acerpseudoplatanus4	Acer pseudoplatanus_4_high_8	72	26	14332	Zürich	83	1	1	0.5	597
Fagus_yes_16_20°C_1	Fagus	Fagus sylvatica	high	16	20°C	20.71	1	Fagussylvatica1	Fagus sylvatica_1_high_16	71	25	14036	Zürich	83	1	1	0.79	585
Tilia_yes_8_5°C_7	Tilia	Tilia cordata	high	8	5°C	5.6	7	Tiliacordata7	Tilia cordata_7_high_8	186	140	20414	Zürich	83	1	0	0.29	851
Fagus_yes_8_10°C_1	Fagus	Fagus sylvatica	high	8	10°C	9.76	1	Fagussylvatica1	Fagus sylvatica_1_high_8	126	80	20358	Zürich	83	1	1	1	848
Betula_no_8_10°C_6	Betula	Betula pendula	low	8	10°C	9.74	6	Betulapendula6	Betula pendula_6_low_8	77	87	20332	Zürich	27	1	0	0.77	847
Quercus_no_8_10°C_4	Quercus	Quercus robur	low	8	10°C	9.74	4	Quercusrobur4	Quercus robur_4_low_8	77	87	20332	Zürich	27	1	1	0.24	847
Acer_yes_8_15°C_3	Acer	Acer pseudoplatanus	high	8	15°C	14.69	3	Acerpseudoplatanus3	Acer pseudoplatanus_3_high_8	99	53	20299	Zürich	83	1	0	0.13	846
Fagus_yes_8_15°C_3	Fagus	Fagus sylvatica	high	8	15°C	14.69	3	Fagussylvatica3	Fagus sylvatica_3_high_8	99	53	20299	Zürich	83	1	1	0.86	846
Acer_no_8_5°C_4	Acer	Acer pseudoplatanus	low	8	5°C	5.6	4	Acerpseudoplatanus4	Acer pseudoplatanus_4_low_8	141	151	20281	Zürich	27	1	1	0.5	845
Carpinus_no_16_10°C_7	Carpinus	Carpinus betulus	low	16	10°C	10.05	7	Carpinusbetulus7	Carpinus betulus_7_low_16	74	84	20270	Zürich	27	1	0	0.71	845
Carpinus_no_16_15°C_5	Carpinus	Carpinus betulus	low	16	15°C	15.09	5	Carpinusbetulus5	Carpinus betulus_5_low_16	46	56	20277	Zürich	27	1	0	0.55	845
Quercus_no_16_10°C_8	Quercus	Quercus robur	low	16	10°C	10.05	8	Quercusrobur8	Quercus robur_8_low_16	74	84	20270	Zürich	27	1	0	0.06	845
Fagus_no_8_5°C_5	Fagus	Fagus sylvatica	low	8	5°C	5.6	5	Fagussylvatica5	Fagus sylvatica_5_low_8	141	151	20281	Zürich	27	1	0	0.14	845
Fagus_yes_16_20°C_3	Fagus	Fagus sylvatica	high	16	20°C	20.71	3	Fagussylvatica3	Fagus sylvatica_3_high_16	71	25	14036	Zürich	83	1	1	0.47	585
Fagus_yes_8_20°C_3	Fagus	Fagus sylvatica	high	8	20°C	20.42	3	Fagussylvatica3	Fagus sylvatica_3_high_8	71	25	13867	Zürich	83	1	0	0.33	578
Tilia_yes_16_20°C_8	Tilia	Tilia cordata	high	16	20°C	20.74	8	Tiliacordata8	Tilia cordata_8_high_16	70	24	13557	Zürich	83	1	1	0.22	565
Acer_no_16_5°C_1	Acer	Acer pseudoplatanus	low	16	5°C	4.24	1	Acerpseudoplatanus1	Acer pseudoplatanus_1_low_16	186	196	19961	Zürich	27	1	0	0.25	832
Acer_yes_16_10°C_2	Acer	Acer pseudoplatanus	high	16	10°C	9.92	2	Acerpseudoplatanus2	Acer pseudoplatanus_2_high_16	123	77	19941	Zürich	83	1	1	0.42	831
Acer_yes_16_10°C_5	Acer	Acer pseudoplatanus	high	16	10°C	9.92	5	Acerpseudoplatanus5	Acer pseudoplatanus_5_high_16	123	77	19941	Zürich	83	1	1	0.86	831
Fagus_no_16_15°C_4	Fagus	Fagus sylvatica	low	16	15°C	15.09	4	Fagussylvatica4	Fagus sylvatica_4_low_16	45	55	19920	Zürich	27	1	1	1	830
Acer_yes_16_15°C_2	Acer	Acer pseudoplatanus	high	16	15°C	15.2	2	Acerpseudoplatanus2	Acer pseudoplatanus_2_high_16	96	50	19848	Zürich	83	1	1	0.5	827
Acer_yes_16_15°C_3	Acer	Acer pseudoplatanus	high	16	15°C	15.2	3	Acerpseudoplatanus3	Acer pseudoplatanus_3_high_16	96	50	19848	Zürich	83	1	0	0.38	827
Acer_yes_16_15°C_5	Acer	Acer pseudoplatanus	high	16	15°C	15.2	5	Acerpseudoplatanus5	Acer pseudoplatanus_5_high_16	96	50	19848	Zürich	83	1	0	0.17	827
Acer_no_8_5°C_5	Acer	Acer pseudoplatanus	low	8	5°C	5.6	5	Acerpseudoplatanus5	Acer pseudoplatanus_5_low_8	137	147	19749	Zürich	27	1	0	0.56	823
Acer_yes_8_10°C_4	Acer	Acer pseudoplatanus	high	8	10°C	9.77	4	Acerpseudoplatanus4	Acer pseudoplatanus_4_high_8	123	77	19671	Zürich	83	1	1	0.43	820
Tilia_yes_8_10°C_8	Tilia	Tilia cordata	high	8	10°C	9.77	8	Tiliacordata8	Tilia cordata_8_high_8	123	77	19671	Zürich	83	1	1	0.46	820
Carpinus_no_8_15°C_7	Carpinus	Carpinus betulus	low	8	15°C	14.58	7	Carpinusbetulus7	Carpinus betulus_7_low_8	46	56	19595	Zürich	27	1	0	0.43	816
Quercus_no_8_15°C_2	Quercus	Quercus robur	low	8	15°C	14.58	2	Quercusrobur2	Quercus robur_2_low_8	46	56	19595	Zürich	27	1	0	0.11	816
Quercus_no_8_15°C_3	Quercus	Quercus robur	low	8	15°C	14.58	3	Quercusrobur3	Quercus robur_3_low_8	46	56	19595	Zürich	27	1	0	0.25	816
Betula_no_16_10°C_8	Betula	Betula pendula	low	16	10°C	10.06	8	Betulapendula8	Betula pendula_8_low_16	71	81	19565	Zürich	27	1	1	0.92	815
Quercus_no_16_10°C_2	Quercus	Quercus robur	low	16	10°C	10.06	2	Quercusrobur2	Quercus robur_2_low_16	71	81	19565	Zürich	27	1	0	0.27	815
Quercus_no_16_10°C_7	Quercus	Quercus robur	low	16	10°C	10.06	7	Quercusrobur7	Quercus robur_7_low_16	71	81	19565	Zürich	27	1	1	0.25	815
Acer_yes_8_5°C_6	Acer	Acer pseudoplatanus	high	8	5°C	5.6	6	Acerpseudoplatanus6	Acer pseudoplatanus_6_high_8	179	133	19476	Zürich	83	1	0	0.15	812
Quercus_yes_8_5°C_4	Quercus	Quercus robur	high	8	5°C	5.6	4	Quercusrobur4	Quercus robur_4_high_8	179	133	19476	Zürich	83	1	0	0.15	812
Acer_no_16_5°C_4	Acer	Acer pseudoplatanus	low	16	5°C	4.25	4	Acerpseudoplatanus4	Acer pseudoplatanus_4_low_16	179	189	19270	Zürich	27	1	0	0.5	803
Acer_no_16_5°C_6	Acer	Acer pseudoplatanus	low	16	5°C	4.25	6	Acerpseudoplatanus6	Acer pseudoplatanus_6_low_16	179	189	19270	Zürich	27	1	0	0.15	803
Acer_yes_8_15°C_4	Acer	Acer pseudoplatanus	high	8	15°C	14.71	4	Acerpseudoplatanus4	Acer pseudoplatanus_4_high_8	96	50	19261	Zürich	83	1	1	0.62	803
Acer_yes_8_15°C_6	Acer	Acer pseudoplatanus	high	8	15°C	14.71	6	Acerpseudoplatanus6	Acer pseudoplatanus_6_high_8	96	50	19261	Zürich	83	1	0	0.38	803
Tilia_yes_8_15°C_4	Tilia	Tilia cordata	high	8	15°C	14.71	4	Tiliacordata4	Tilia cordata_4_high_8	96	50	19261	Zürich	83	1	0	0.4	803
Fagus_yes_8_15°C_6	Fagus	Fagus sylvatica	high	8	15°C	14.71	6	Fagussylvatica6	Fagus sylvatica_6_high_8	96	50	19261	Zürich	83	1	0	1	803
Fagus_yes_8_15°C_7	Fagus	Fagus sylvatica	high	8	15°C	14.71	7	Fagussylvatica7	Fagus sylvatica_7_high_8	96	50	19261	Zürich	83	1	0	0.38	803
Fagus_yes_8_15°C_8	Fagus	Fagus sylvatica	high	8	15°C	14.71	8	Fagussylvatica8	Fagus sylvatica_8_high_8	96	50	19261	Zürich	83	1	0	0.77	803
Quercus_no_8_5°C_5	Quercus	Quercus robur	low	8	5°C	5.6	5	Quercusrobur5	Quercus robur_5_low_8	133	143	19222	Zürich	27	1	0	0.19	801
Quercus_no_8_5°C_8	Quercus	Quercus robur	low	8	5°C	5.6	8	Quercusrobur8	Quercus robur_8_low_8	133	143	19222	Zürich	27	1	0	0.25	801
Carpinus_no_16_15°C_3	Carpinus	Carpinus betulus	low	16	15°C	15.1	3	Carpinusbetulus3	Carpinus betulus_3_low_16	43	53	19209	Zürich	27	1	0	0.43	800
Carpinus_no_8_10°C_7	Carpinus	Carpinus betulus	low	8	10°C	9.74	7	Carpinusbetulus7	Carpinus betulus_7_low_8	71	81	18925	Zürich	27	1	0	0.56	789
Betula_no_16_10°C_6	Betula	Betula pendula	low	16	10°C	10.08	6	Betulapendula6	Betula pendula_6_low_16	68	78	18867	Zürich	27	1	1	0.87	786
Acer_no_8_5°C_7	Acer	Acer pseudoplatanus	low	8	5°C	5.6	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_low_8	130	140	18826	Zürich	27	1	1	0.22	784
Quercus_no_8_5°C_1	Quercus	Quercus robur	low	8	5°C	5.6	1	Quercusrobur1	Quercus robur_1_low_8	130	140	18826	Zürich	27	1	0	0.31	784
Quercus_no_8_5°C_3	Quercus	Quercus robur	low	8	5°C	5.6	3	Quercusrobur3	Quercus robur_3_low_8	130	140	18826	Zürich	27	1	0	0.13	784
Fagus_no_8_5°C_4	Fagus	Fagus sylvatica	low	8	5°C	5.6	4	Fagussylvatica4	Fagus sylvatica_4_low_8	130	140	18826	Zürich	27	1	1	1	784
Fagus_no_8_5°C_8	Fagus	Fagus sylvatica	low	8	5°C	5.6	8	Fagussylvatica8	Fagus sylvatica_8_low_8	130	140	18826	Zürich	27	1	1	1	784
Acer_yes_16_20°C_219	Acer	Acer truncatum	high	16	20°C	20.55	219	Acertruncatum219	Acer truncatum_219_high_16	69	13	9100	Beijing	109	1	0	#N/A	379
Acer_yes_16_20°C_216	Acer	Acer truncatum	high	16	20°C	20.55	216	Acertruncatum216	Acer truncatum_216_high_16	69	13	9100	Beijing	109	1	0	#N/A	379
Quercus_yes_8_10°C_4	Quercus	Quercus robur	high	8	10°C	9.79	4	Quercusrobur4	Quercus robur_4_high_8	119	73	18762	Zürich	83	1	1	0.29	782
Acer_no_8_5°C_224-1	Acer	Acer truncatum	low	8	5°C	5.74	224-1	Acertruncatum224-1	Acer truncatum_224-1_low_8	136	136	18743	Beijing	53	1	0	#N/A	781
Acer_no_16_5°C_2	Acer	Acer pseudoplatanus	low	16	5°C	4.25	2	Acerpseudoplatanus2	Acer pseudoplatanus_2_low_16	172	182	18583	Zürich	27	1	1	0.63	774
Acer_no_16_5°C_3	Acer	Acer pseudoplatanus	low	16	5°C	4.25	3	Acerpseudoplatanus3	Acer pseudoplatanus_3_low_16	172	182	18583	Zürich	27	1	0	0.14	774
Acer_no_16_5°C_5	Acer	Acer pseudoplatanus	low	16	5°C	4.25	5	Acerpseudoplatanus5	Acer pseudoplatanus_5_low_16	172	182	18583	Zürich	27	1	0	0.19	774
Acer_yes_8_20°C_224-1	Acer	Acer truncatum	high	8	20°C	20.38	224-1	Acertruncatum224-1	Acer truncatum_224-1_high_8	69	13	9047	Beijing	109	1	0	#N/A	377
Carpinus_no_8_15°C_5	Carpinus	Carpinus betulus	low	8	15°C	14.61	5	Carpinusbetulus5	Carpinus betulus_5_low_8	43	53	18578	Zürich	27	1	0	0.27	774
Acer_yes_8_20°C_216	Acer	Acer truncatum	high	8	20°C	20.38	216	Acertruncatum216	Acer truncatum_216_high_8	69	13	9047	Beijing	109	1	0	#N/A	377
Quercus_no_8_15°C_1	Quercus	Quercus robur	low	8	15°C	14.61	1	Quercusrobur1	Quercus robur_1_low_8	43	53	18578	Zürich	27	1	1	0.27	774
Acer_yes_8_5°C_1	Acer	Acer pseudoplatanus	high	8	5°C	5.6	1	Acerpseudoplatanus1	Acer pseudoplatanus_1_high_8	172	126	18552	Zürich	83	1	1	0.23	773
Tilia_yes_8_5°C_3	Tilia	Tilia cordata	high	8	5°C	5.6	3	Tiliacordata3	Tilia cordata_3_high_8	172	126	18552	Zürich	83	1	1	0.42	773
Tilia_yes_16_20°C_4	Tilia	Tilia cordata	high	16	20°C	20.81	4	Tiliacordata4	Tilia cordata_4_high_16	68	22	12602	Zürich	83	1	0	0.29	525
Fagus_no_16_15°C_7	Fagus	Fagus sylvatica	low	16	15°C	15.11	7	Fagussylvatica7	Fagus sylvatica_7_low_16	41	51	18496	Zürich	27	1	1	0.31	771
Acer_yes_16_10°C_4	Acer	Acer pseudoplatanus	high	16	10°C	9.94	4	Acerpseudoplatanus4	Acer pseudoplatanus_4_high_16	116	70	18312	Zürich	83	1	1	0.45	763
Tilia_yes_16_10°C_1	Tilia	Tilia cordata	high	16	10°C	9.94	1	Tiliacordata1	Tilia cordata_1_high_16	116	70	18312	Zürich	83	1	1	0.11	763
Acer_no_8_5°C_8	Acer	Acer pseudoplatanus	low	8	5°C	5.61	8	Acerpseudoplatanus8	Acer pseudoplatanus_8_low_8	126	136	18298	Zürich	27	1	0	0.5	762
Quercus_yes_16_20°C_2	Quercus	Quercus robur	high	16	20°C	20.81	2	Quercusrobur2	Quercus robur_2_high_16	68	22	12602	Zürich	83	1	0	0.05	525
Tilia_no_8_5°C_2	Tilia	Tilia cordata	low	8	5°C	5.61	2	Tiliacordata2	Tilia cordata_2_low_8	126	136	18298	Zürich	27	1	0	0.1	762
