ID	Genus	Species	Chilling	Photoperiod	Target Temperature	Measured Temperature	Individual	ID1	ID2	DOY of Budburst	DAY to Budburst	GDH	Location	Chilling	Stage 2 accomplished	Stage 4 accomplished	Budburst success	GDD
Tilia_yes_8_15°C_3	Tilia	Tilia cordata	high	8	15°C	14.84	3	Tiliacordata3	Tilia cordata_3_high_8	81	35	14077	Zürich	83	1	1	0.58	587
Quercus_yes_8_15°C_3	Quercus	Quercus robur	high	8	15°C	14.84	3	Quercusrobur3	Quercus robur_3_high_8	81	35	14077	Zürich	83	1	1	0.47	587
Quercus_yes_8_15°C_8	Quercus	Quercus robur	high	8	15°C	14.84	8	Quercusrobur8	Quercus robur_8_high_8	81	35	14077	Zürich	83	1	1	0.6	587
Acer_yes_8_20°C_219	Acer	Acer truncatum	high	8	20°C	20.34	219	Acertruncatum219	Acer truncatum_219_high_8	66	10	7570	Beijing	109	1	0	#N/A	315
Acer_yes_8_20°C_223	Acer	Acer truncatum	high	8	20°C	20.34	223	Acertruncatum223	Acer truncatum_223_high_8	66	10	7570	Beijing	109	1	0	#N/A	315
Acer_yes_16_5°C_160	Acer	Acer truncatum	high	16	5°C	6.21	160	Acertruncatum160	Acer truncatum_160_high_16	132	76	14023	Beijing	109	1	0	#N/A	584
Acer_yes_8_5°C_4	Acer	Acer pseudoplatanus	high	8	5°C	5.63	4	Acerpseudoplatanus4	Acer pseudoplatanus_4_high_8	137	91	13905	Zürich	83	1	0	0.63	579
Tilia_yes_8_5°C_5	Tilia	Tilia cordata	high	8	5°C	5.63	5	Tiliacordata5	Tilia cordata_5_high_8	137	91	13905	Zürich	83	1	0	0.63	579
Betula_no_16_15°C_3	Betula	Betula pendula	low	16	15°C	15.22	3	Betulapendula3	Betula pendula_3_low_16	28	38	13877	Zürich	27	1	1	0.74	578
Betula_no_16_15°C_6	Betula	Betula pendula	low	16	15°C	15.22	6	Betulapendula6	Betula pendula_6_low_16	28	38	13877	Zürich	27	1	1	0.72	578
Quercus_no_16_15°C_7	Quercus	Quercus robur	low	16	15°C	15.22	7	Quercusrobur7	Quercus robur_7_low_16	28	38	13877	Zürich	27	1	0	0.25	578
Tilia_yes_16_20°C_3	Tilia	Tilia cordata	high	16	20°C	21.02	3	Tiliacordata3	Tilia cordata_3_high_16	64	18	10695	Zürich	83	1	1	0.8	446
Acer_no_8_15°C_216	Acer	Acer truncatum	low	8	15°C	15.14	216	Acertruncatum216	Acer truncatum_216_low_8	38	38	13809	Beijing	53	1	1	#N/A	575
Quercus_yes_16_20°C_1	Quercus	Quercus robur	high	16	20°C	21.02	1	Quercusrobur1	Quercus robur_1_high_16	64	18	10695	Zürich	83	1	0	0.4	446
Fagus_yes_16_20°C_6	Fagus	Fagus sylvatica	high	16	20°C	21.02	6	Fagussylvatica6	Fagus sylvatica_6_high_16	64	18	10695	Zürich	83	1	1	1	446
Carpinus_no_16_10°C_8	Carpinus	Carpinus betulus	low	16	10°C	10.19	8	Carpinusbetulus8	Carpinus betulus_8_low_16	46	56	13695	Zürich	27	1	1	0.78	571
Fagus_yes_16_20°C_7	Fagus	Fagus sylvatica	high	16	20°C	21.02	7	Fagussylvatica7	Fagus sylvatica_7_high_16	64	18	10695	Zürich	83	1	1	0.61	446
Betula_no_8_5°C_7	Betula	Betula pendula	low	8	5°C	5.63	7	Betulapendula7	Betula pendula_7_low_8	91	101	13649	Zürich	27	1	0	0.92	569
Carpinus_no_8_5°C_1	Carpinus	Carpinus betulus	low	8	5°C	5.63	1	Carpinusbetulus1	Carpinus betulus_1_low_8	91	101	13649	Zürich	27	1	0	0.73	569
Carpinus_no_8_5°C_3	Carpinus	Carpinus betulus	low	8	5°C	5.63	3	Carpinusbetulus3	Carpinus betulus_3_low_8	91	101	13649	Zürich	27	1	0	0.84	569
Carpinus_no_8_5°C_6	Carpinus	Carpinus betulus	low	8	5°C	5.63	6	Carpinusbetulus6	Carpinus betulus_6_low_8	91	101	13649	Zürich	27	1	0	0.89	569
Quercus_yes_8_20°C_1	Quercus	Quercus robur	high	8	20°C	20.76	1	Quercusrobur1	Quercus robur_1_high_8	64	18	10581	Zürich	83	1	0	0.18	441
Quercus_yes_8_20°C_2	Quercus	Quercus robur	high	8	20°C	20.76	2	Quercusrobur2	Quercus robur_2_high_8	64	18	10581	Zürich	83	1	0	0.31	441
Quercus_yes_8_20°C_5	Quercus	Quercus robur	high	8	20°C	20.76	5	Quercusrobur5	Quercus robur_5_high_8	64	18	10581	Zürich	83	1	0	0.12	441
Quercus_yes_16_20°C_4	Quercus	Quercus robur	high	16	20°C	21.09	4	Quercusrobur4	Quercus robur_4_high_16	63	17	10218	Zürich	83	1	0	0.38	426
Carpinus_no_16_5°C_75	Carpinus	Carpinus turczaninowii	low	16	5°C	5.78	75	Carpinusturczaninowii75	Carpinus turczaninowii_75_low_16	98	98	13590	Beijing	53	1	0	#N/A	566
Acer_yes_16_10°C_7	Acer	Acer pseudoplatanus	high	16	10°C	9.98	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_high_16	96	50	13591	Zürich	83	1	1	0.22	566
Quercus_yes_16_10°C_1	Quercus	Quercus robur	high	16	10°C	9.98	1	Quercusrobur1	Quercus robur_1_high_16	96	50	13591	Zürich	83	1	1	0.44	566
Quercus_yes_16_10°C_3	Quercus	Quercus robur	high	16	10°C	9.98	3	Quercusrobur3	Quercus robur_3_high_16	96	50	13591	Zürich	83	1	1	0.24	566
Quercus_yes_16_10°C_5	Quercus	Quercus robur	high	16	10°C	9.98	5	Quercusrobur5	Quercus robur_5_high_16	96	50	13591	Zürich	83	1	1	0.38	566
Quercus_yes_16_10°C_8	Quercus	Quercus robur	high	16	10°C	9.98	8	Quercusrobur8	Quercus robur_8_high_16	96	50	13591	Zürich	83	1	1	0.42	566
Fagus_yes_16_10°C_4	Fagus	Fagus sylvatica	high	16	10°C	9.98	4	Fagussylvatica4	Fagus sylvatica_4_high_16	96	50	13591	Zürich	83	1	1	0.91	566
Fagus_yes_16_10°C_5	Fagus	Fagus sylvatica	high	16	10°C	9.98	5	Fagussylvatica5	Fagus sylvatica_5_high_16	96	50	13591	Zürich	83	1	1	0.79	566
Fagus_yes_16_10°C_7	Fagus	Fagus sylvatica	high	16	10°C	9.98	7	Fagussylvatica7	Fagus sylvatica_7_high_16	96	50	13591	Zürich	83	1	1	0.7	566
Acer_no_16_10°C_222	Acer	Acer truncatum	low	16	10°C	9.91	222	Acertruncatum222	Acer truncatum_222_low_16	57	57	13557	Beijing	53	1	1	#N/A	565
Acer_no_16_10°C_160	Acer	Acer truncatum	low	16	10°C	9.91	160	Acertruncatum160	Acer truncatum_160_low_16	57	57	13557	Beijing	53	1	1	#N/A	565
Acer_no_16_10°C_216	Acer	Acer truncatum	low	16	10°C	9.91	216	Acertruncatum216	Acer truncatum_216_low_16	57	57	13557	Beijing	53	1	1	#N/A	565
Carpinus_yes_16_20°C_226	Carpinus	Carpinus turczaninowii	high	16	20°C	20.42	226	Carpinusturczaninowii226	Carpinus turczaninowii_226_high_16	63	7	6118	Beijing	109	1	1	#N/A	255
Acer_no_8_10°C_216	Acer	Acer truncatum	low	8	10°C	9.84	216	Acertruncatum216	Acer truncatum_216_low_8	57	57	13459	Beijing	53	1	0	#N/A	561
Acer_yes_16_5°C_220	Acer	Acer truncatum	high	16	5°C	6.21	220	Acertruncatum220	Acer truncatum_220_high_16	128	72	13420	Beijing	109	1	0	#N/A	559
Acer_yes_16_5°C_216	Acer	Acer truncatum	high	16	5°C	6.21	216	Acertruncatum216	Acer truncatum_216_high_16	128	72	13420	Beijing	109	1	0	#N/A	559
Betula_no_8_15°C_1	Betula	Betula pendula	low	8	15°C	14.69	1	Betulapendula1	Betula pendula_1_low_8	28	38	13399	Zürich	27	1	1	0.76	558
Betula_no_8_15°C_2	Betula	Betula pendula	low	8	15°C	14.69	2	Betulapendula2	Betula pendula_2_low_8	28	38	13399	Zürich	27	1	0	0.64	558
Betula_no_8_15°C_6	Betula	Betula pendula	low	8	15°C	14.69	6	Betulapendula6	Betula pendula_6_low_8	28	38	13399	Zürich	27	1	1	0.72	558
Carpinus_no_8_15°C_8	Carpinus	Carpinus betulus	low	8	15°C	14.69	8	Carpinusbetulus8	Carpinus betulus_8_low_8	28	38	13399	Zürich	27	1	0	0.5	558
Quercus_no_8_15°C_6	Quercus	Quercus robur	low	8	15°C	14.69	6	Quercusrobur6	Quercus robur_6_low_8	28	38	13399	Zürich	27	1	0	0.33	558
Quercus_no_8_15°C_7	Quercus	Quercus robur	low	8	15°C	14.69	7	Quercusrobur7	Quercus robur_7_low_8	28	38	13399	Zürich	27	1	0	0.47	558
Acer_yes_8_5°C_7	Acer	Acer pseudoplatanus	high	8	5°C	5.63	7	Acerpseudoplatanus7	Acer pseudoplatanus_7_high_8	133	87	13378	Zürich	83	1	1	0.42	557
Acer_yes_8_5°C_8	Acer	Acer pseudoplatanus	high	8	5°C	5.63	8	Acerpseudoplatanus8	Acer pseudoplatanus_8_high_8	133	87	13378	Zürich	83	1	1	0.6	557
Fagus_yes_8_5°C_2	Fagus	Fagus sylvatica	high	8	5°C	5.63	2	Fagussylvatica2	Fagus sylvatica_2_high_8	133	87	13378	Zürich	83	1	1	1	557
Fagus_yes_8_5°C_3	Fagus	Fagus sylvatica	high	8	5°C	5.63	3	Fagussylvatica3	Fagus sylvatica_3_high_8	133	87	13378	Zürich	83	1	1	0.86	557
Carpinus_no_16_5°C_32	Carpinus	Carpinus turczaninowii	low	16	5°C	5.78	32	Carpinusturczaninowii32	Carpinus turczaninowii_32_low_16	96	96	13308	Beijing	53	1	0	#N/A	555
Carpinus_yes_16_20°C_32	Carpinus	Carpinus turczaninowii	high	16	20°C	20.42	32	Carpinusturczaninowii32	Carpinus turczaninowii_32_high_16	63	7	6118	Beijing	109	1	1	#N/A	255
Carpinus_yes_16_20°C_65	Carpinus	Carpinus turczaninowii	high	16	20°C	20.42	65	Carpinusturczaninowii65	Carpinus turczaninowii_65_high_16	63	7	6118	Beijing	109	1	0	#N/A	255
Carpinus_yes_16_20°C_176	Carpinus	Carpinus turczaninowii	high	16	20°C	20.42	176	Carpinusturczaninowii176	Carpinus turczaninowii_176_high_16	63	7	6118	Beijing	109	1	1	#N/A	255
Carpinus_yes_16_20°C_285	Carpinus	Carpinus turczaninowii	high	16	20°C	20.42	285	Carpinusturczaninowii285	Carpinus turczaninowii_285_high_16	63	7	6118	Beijing	109	1	1	#N/A	255
Betula_no_8_10°C_5	Betula	Betula pendula	low	8	10°C	9.82	5	Betulapendula5	Betula pendula_5_low_8	46	56	13204	Zürich	27	1	1	0.89	550
Carpinus_no_8_10°C_1	Carpinus	Carpinus betulus	low	8	10°C	9.82	1	Carpinusbetulus1	Carpinus betulus_1_low_8	46	56	13204	Zürich	27	1	0	0.85	550
Carpinus_no_8_10°C_8	Carpinus	Carpinus betulus	low	8	10°C	9.82	8	Carpinusbetulus8	Carpinus betulus_8_low_8	46	56	13204	Zürich	27	1	0	0.5	550
Carpinus_no_16_5°C_285	Carpinus	Carpinus turczaninowii	low	16	5°C	5.78	285	Carpinusturczaninowii285	Carpinus turczaninowii_285_low_16	95	95	13168	Beijing	53	1	0	#N/A	549
Acer_yes_8_5°C_224-1	Acer	Acer truncatum	high	8	5°C	6.04	224-1	Acertruncatum224-1	Acer truncatum_224-1_high_8	128	72	13125	Beijing	109	1	0	#N/A	547
Acer_yes_8_5°C_216	Acer	Acer truncatum	high	8	5°C	6.04	216	Acertruncatum216	Acer truncatum_216_high_8	128	72	13125	Beijing	109	1	0	#N/A	547
Tilia_yes_16_15°C_8	Tilia	Tilia cordata	high	16	15°C	15.44	8	Tiliacordata8	Tilia cordata_8_high_16	77	31	13098	Zürich	83	1	1	0.5	546
Quercus_yes_16_15°C_2	Quercus	Quercus robur	high	16	15°C	15.44	2	Quercusrobur2	Quercus robur_2_high_16	77	31	13098	Zürich	83	1	1	0.17	546
Fagus_yes_16_15°C_4	Fagus	Fagus sylvatica	high	16	15°C	15.44	4	Fagussylvatica4	Fagus sylvatica_4_high_16	77	31	13098	Zürich	83	1	1	0.67	546
Fagus_yes_16_15°C_8	Fagus	Fagus sylvatica	high	16	15°C	15.44	8	Fagussylvatica8	Fagus sylvatica_8_high_16	77	31	13098	Zürich	83	1	1	0.53	546
Carpinus_no_8_15°C_65	Carpinus	Carpinus turczaninowii	low	8	15°C	15.11	65	Carpinusturczaninowii65	Carpinus turczaninowii_65_low_8	36	36	13058	Beijing	53	1	1	#N/A	544
Carpinus_no_8_15°C_75	Carpinus	Carpinus turczaninowii	low	8	15°C	15.11	75	Carpinusturczaninowii75	Carpinus turczaninowii_75_low_8	36	36	13058	Beijing	53	1	0	#N/A	544
Acer_no_8_15°C_222	Acer	Acer truncatum	low	8	15°C	15.11	222	Acertruncatum222	Acer truncatum_222_low_8	36	36	13058	Beijing	53	1	1	#N/A	544
Acer_no_16_10°C_223	Acer	Acer truncatum	low	16	10°C	9.87	223	Acertruncatum223	Acer truncatum_223_low_16	55	55	13024	Beijing	53	1	1	#N/A	543
Carpinus_no_16_15°C_75	Carpinus	Carpinus turczaninowii	low	16	15°C	15.05	75	Carpinusturczaninowii75	Carpinus turczaninowii_75_low_16	36	36	13001	Beijing	53	1	1	#N/A	542
Carpinus_no_16_15°C_53	Carpinus	Carpinus turczaninowii	low	16	15°C	15.05	53	Carpinusturczaninowii53	Carpinus turczaninowii_53_low_16	36	36	13001	Beijing	53	1	1	#N/A	542
Acer_no_16_15°C_220	Acer	Acer truncatum	low	16	15°C	15.05	220	Acertruncatum220	Acer truncatum_220_low_16	36	36	13001	Beijing	53	1	0	#N/A	542
Betula_yes_8_5°C_8	Betula	Betula pendula	high	8	5°C	5.64	8	Betulapendula8	Betula pendula_8_high_8	130	84	12982	Zürich	83	1	0	0.29	541
Quercus_yes_8_5°C_8	Quercus	Quercus robur	high	8	5°C	5.64	8	Quercusrobur8	Quercus robur_8_high_8	130	84	12982	Zürich	83	1	0	0.18	541
Fagus_yes_8_5°C_5	Fagus	Fagus sylvatica	high	8	5°C	5.64	5	Fagussylvatica5	Fagus sylvatica_5_high_8	130	84	12982	Zürich	83	1	1	1	541
Fagus_yes_8_5°C_6	Fagus	Fagus sylvatica	high	8	5°C	5.64	6	Fagussylvatica6	Fagus sylvatica_6_high_8	130	84	12982	Zürich	83	1	1	0.8	541
Fagus_yes_8_5°C_7	Fagus	Fagus sylvatica	high	8	5°C	5.64	7	Fagussylvatica7	Fagus sylvatica_7_high_8	130	84	12982	Zürich	83	1	1	1	541
Acer_yes_16_10°C_216	Acer	Acer truncatum	high	16	10°C	10.88	216	Acertruncatum216	Acer truncatum_216_high_16	95	39	12873	Beijing	109	1	0	#N/A	536
Acer_yes_16_10°C_223	Acer	Acer truncatum	high	16	10°C	10.88	223	Acertruncatum223	Acer truncatum_223_high_16	95	39	12873	Beijing	109	1	0	#N/A	536
Carpinus_no_16_5°C_65	Carpinus	Carpinus turczaninowii	low	16	5°C	5.76	65	Carpinusturczaninowii65	Carpinus turczaninowii_65_low_16	93	93	12846	Beijing	53	1	0	#N/A	535
Acer_no_16_5°C_219	Acer	Acer truncatum	low	16	5°C	5.76	219	Acertruncatum219	Acer truncatum_219_low_16	93	93	12846	Beijing	53	1	0	#N/A	535
Betula_no_16_15°C_1	Betula	Betula pendula	low	16	15°C	15.25	1	Betulapendula1	Betula pendula_1_low_16	25	35	12809	Zürich	27	1	1	0.68	534
Betula_no_16_15°C_4	Betula	Betula pendula	low	16	15°C	15.25	4	Betulapendula4	Betula pendula_4_low_16	25	35	12809	Zürich	27	1	1	0.53	534
Betula_no_16_15°C_7	Betula	Betula pendula	low	16	15°C	15.25	7	Betulapendula7	Betula pendula_7_low_16	25	35	12809	Zürich	27	1	1	0.8	534
Carpinus_no_16_15°C_8	Carpinus	Carpinus betulus	low	16	15°C	15.25	8	Carpinusbetulus8	Carpinus betulus_8_low_16	25	35	12809	Zürich	27	1	0	0.22	534
Tilia_no_16_15°C_5	Tilia	Tilia cordata	low	16	15°C	15.25	5	Tiliacordata5	Tilia cordata_5_low_16	25	35	12809	Zürich	27	1	1	0.21	534
Quercus_yes_8_15°C_1	Quercus	Quercus robur	high	8	15°C	14.86	1	Quercusrobur1	Quercus robur_1_high_8	77	31	12668	Zürich	83	1	1	0.29	528
Quercus_yes_8_15°C_5	Quercus	Quercus robur	high	8	15°C	14.86	5	Quercusrobur5	Quercus robur_5_high_8	77	31	12668	Zürich	83	1	0	0.25	528
Carpinus_yes_16_20°C_183	Carpinus	Carpinus turczaninowii	high	16	20°C	20.42	183	Carpinusturczaninowii183	Carpinus turczaninowii_183_high_16	63	7	6118	Beijing	109	1	1	#N/A	255
Carpinus_yes_16_20°C_53	Carpinus	Carpinus turczaninowii	high	16	20°C	20.42	53	Carpinusturczaninowii53	Carpinus turczaninowii_53_high_16	63	7	6118	Beijing	109	1	1	#N/A	255
Carpinus_yes_8_20°C_226	Carpinus	Carpinus turczaninowii	high	8	20°C	20.23	226	Carpinusturczaninowii226	Carpinus turczaninowii_226_high_8	63	7	6086	Beijing	109	1	1	#N/A	254
Carpinus_yes_8_20°C_32	Carpinus	Carpinus turczaninowii	high	8	20°C	20.23	32	Carpinusturczaninowii32	Carpinus turczaninowii_32_high_8	63	7	6086	Beijing	109	1	1	#N/A	254
Carpinus_yes_8_20°C_65	Carpinus	Carpinus turczaninowii	high	8	20°C	20.23	65	Carpinusturczaninowii65	Carpinus turczaninowii_65_high_8	63	7	6086	Beijing	109	1	0	#N/A	254
Carpinus_yes_8_20°C_285	Carpinus	Carpinus turczaninowii	high	8	20°C	20.23	285	Carpinusturczaninowii285	Carpinus turczaninowii_285_high_8	63	7	6086	Beijing	109	1	1	#N/A	254
Acer_yes_8_10°C_216	Acer	Acer truncatum	high	8	10°C	10.56	216	Acertruncatum216	Acer truncatum_216_high_8	95	39	12573	Beijing	109	1	0	#N/A	524
Carpinus_no_16_5°C_176	Carpinus	Carpinus turczaninowii	low	16	5°C	5.73	176	Carpinusturczaninowii176	Carpinus turczaninowii_176_low_16	91	91	12521	Beijing	53	1	0	#N/A	522
Carpinus_no_16_5°C_183	Carpinus	Carpinus turczaninowii	low	16	5°C	5.73	183	Carpinusturczaninowii183	Carpinus turczaninowii_183_low_16	91	91	12521	Beijing	53	1	0	#N/A	522
Carpinus_no_16_5°C_53	Carpinus	Carpinus turczaninowii	low	16	5°C	5.73	53	Carpinusturczaninowii53	Carpinus turczaninowii_53_low_16	91	91	12521	Beijing	53	1	0	#N/A	522
Acer_yes_8_5°C_160	Acer	Acer truncatum	high	8	5°C	6.02	160	Acertruncatum160	Acer truncatum_160_high_8	124	68	12513	Beijing	109	1	0	#N/A	521
Carpinus_no_16_10°C_226	Carpinus	Carpinus turczaninowii	low	16	10°C	9.82	226	Carpinusturczaninowii226	Carpinus turczaninowii_226_low_16	53	53	12491	Beijing	53	1	0	#N/A	520
Carpinus_no_16_10°C_32	Carpinus	Carpinus turczaninowii	low	16	10°C	9.82	32	Carpinusturczaninowii32	Carpinus turczaninowii_32_low_16	53	53	12491	Beijing	53	1	1	#N/A	520
Carpinus_no_16_10°C_75	Carpinus	Carpinus turczaninowii	low	16	10°C	9.82	75	Carpinusturczaninowii75	Carpinus turczaninowii_75_low_16	53	53	12491	Beijing	53	1	1	#N/A	520
Acer_no_16_10°C_220	Acer	Acer truncatum	low	16	10°C	9.82	220	Acertruncatum220	Acer truncatum_220_low_16	53	53	12491	Beijing	53	1	1	#N/A	520
Acer_no_8_10°C_222	Acer	Acer truncatum	low	8	10°C	9.8	222	Acertruncatum222	Acer truncatum_222_low_8	53	53	12465	Beijing	53	1	0	#N/A	519
Carpinus_yes_8_20°C_53	Carpinus	Carpinus turczaninowii	high	8	20°C	20.23	53	Carpinusturczaninowii53	Carpinus turczaninowii_53_high_8	63	7	6086	Beijing	109	1	0	#N/A	254
Fagus_no_8_20°C_2	Fagus	Fagus sylvatica	low	8	20°C	19.86	2	Fagussylvatica2	Fagus sylvatica_2_low_8	61	71	33837	Zürich	27	1	0	0.2	1410
Tilia_yes_16_20°C_5	Tilia	Tilia cordata	high	16	20°C	21.26	5	Tiliacordata5	Tilia cordata_5_high_16	61	15	9265	Zürich	83	1	0	0.25	386
Quercus_yes_16_20°C_3	Quercus	Quercus robur	high	16	20°C	21.26	3	Quercusrobur3	Quercus robur_3_high_16	61	15	9265	Zürich	83	1	0	0.27	386
Quercus_yes_16_20°C_5	Quercus	Quercus robur	high	16	20°C	21.26	5	Quercusrobur5	Quercus robur_5_high_16	61	15	9265	Zürich	83	1	0	0.21	386
Quercus_yes_8_5°C_6	Quercus	Quercus robur	high	8	5°C	5.65	6	Quercusrobur6	Quercus robur_6_high_8	126	80	12454	Zürich	83	1	0	0.19	519
Quercus_yes_16_20°C_7	Quercus	Quercus robur	high	16	20°C	21.26	7	Quercusrobur7	Quercus robur_7_high_16	61	15	9265	Zürich	83	1	1	0.3	386
Fagus_yes_8_5°C_8	Fagus	Fagus sylvatica	high	8	5°C	5.65	8	Fagussylvatica8	Fagus sylvatica_8_high_8	126	80	12454	Zürich	83	1	1	1	519
Quercus_yes_16_20°C_8	Quercus	Quercus robur	high	16	20°C	21.26	8	Quercusrobur8	Quercus robur_8_high_16	61	15	9265	Zürich	83	1	1	0.25	386
Quercus_yes_16_10°C_6	Quercus	Quercus robur	high	16	10°C	10.01	6	Quercusrobur6	Quercus robur_6_high_16	91	45	12419	Zürich	83	1	0	0.38	517
Betula_no_8_15°C_4	Betula	Betula pendula	low	8	15°C	14.73	4	Betulapendula4	Betula pendula_4_low_8	25	35	12376	Zürich	27	1	0	0.47	516
Betula_no_8_15°C_5	Betula	Betula pendula	low	8	15°C	14.73	5	Betulapendula5	Betula pendula_5_low_8	25	35	12376	Zürich	27	1	1	0.7	516
Betula_no_8_15°C_8	Betula	Betula pendula	low	8	15°C	14.73	8	Betulapendula8	Betula pendula_8_low_8	25	35	12376	Zürich	27	1	0	0.38	516
Betula_yes_8_20°C_2	Betula	Betula pendula	high	8	20°C	20.95	2	Betulapendula2	Betula pendula_2_high_8	61	15	9155	Zürich	83	1	1	0.73	381
Carpinus_no_8_5°C_226	Carpinus	Carpinus turczaninowii	low	8	5°C	5.64	226	Carpinusturczaninowii226	Carpinus turczaninowii_226_low_8	91	91	12312	Beijing	53	1	0	#N/A	513
Betula_yes_8_10°C_2	Betula	Betula pendula	high	8	10°C	9.91	2	Betulapendula2	Betula pendula_2_high_8	91	45	12311	Zürich	83	1	1	0.74	513
Betula_yes_8_10°C_6	Betula	Betula pendula	high	8	10°C	9.91	6	Betulapendula6	Betula pendula_6_high_8	91	45	12311	Zürich	83	1	1	1	513
Betula_yes_8_10°C_8	Betula	Betula pendula	high	8	10°C	9.91	8	Betulapendula8	Betula pendula_8_high_8	91	45	12311	Zürich	83	1	1	0.69	513
Tilia_yes_8_10°C_5	Tilia	Tilia cordata	high	8	10°C	9.91	5	Tiliacordata5	Tilia cordata_5_high_8	91	45	12311	Zürich	83	1	1	0.44	513
Carpinus_yes_8_20°C_3	Carpinus	Carpinus betulus	high	8	20°C	20.95	3	Carpinusbetulus3	Carpinus betulus_3_high_8	61	15	9155	Zürich	83	1	1	0.14	381
Quercus_yes_8_20°C_3	Quercus	Quercus robur	high	8	20°C	20.95	3	Quercusrobur3	Quercus robur_3_high_8	61	15	9155	Zürich	83	1	1	0.31	381
Betula_no_16_10°C_5	Betula	Betula pendula	low	16	10°C	10.24	5	Betulapendula5	Betula pendula_5_low_16	39	49	12039	Zürich	27	1	1	0.92	502
Betula_no_16_10°C_7	Betula	Betula pendula	low	16	10°C	10.24	7	Betulapendula7	Betula pendula_7_low_16	39	49	12039	Zürich	27	1	0	0.9	502
Tilia_yes_16_15°C_3	Tilia	Tilia cordata	high	16	15°C	15.5	3	Tiliacordata3	Tilia cordata_3_high_16	74	28	12029	Zürich	83	1	1	0.56	501
Quercus_yes_16_15°C_5	Quercus	Quercus robur	high	16	15°C	15.5	5	Quercusrobur5	Quercus robur_5_high_16	74	28	12029	Zürich	83	1	1	0.43	501
Fagus_yes_16_15°C_6	Fagus	Fagus sylvatica	high	16	15°C	15.5	6	Fagussylvatica6	Fagus sylvatica_6_high_16	74	28	12029	Zürich	83	1	1	0.85	501
Fagus_yes_16_15°C_7	Fagus	Fagus sylvatica	high	16	15°C	15.5	7	Fagussylvatica7	Fagus sylvatica_7_high_16	74	28	12029	Zürich	83	1	1	0.5	501
Acer_no_16_15°C_219	Acer	Acer truncatum	low	16	15°C	15.07	219	Acertruncatum219	Acer truncatum_219_low_16	33	33	11936	Beijing	53	1	1	#N/A	497
Carpinus_no_8_5°C_65	Carpinus	Carpinus turczaninowii	low	8	5°C	5.63	65	Carpinusturczaninowii65	Carpinus turczaninowii_65_low_8	88	88	11897	Beijing	53	1	0	#N/A	496
Carpinus_no_8_5°C_285	Carpinus	Carpinus turczaninowii	low	8	5°C	5.63	285	Carpinusturczaninowii285	Carpinus turczaninowii_285_low_8	88	88	11897	Beijing	53	1	0	#N/A	496
Acer_no_16_5°C_216	Acer	Acer truncatum	low	16	5°C	5.7	216	Acertruncatum216	Acer truncatum_216_low_16	87	87	11899	Beijing	53	1	0	#N/A	496
Quercus_yes_8_20°C_6	Quercus	Quercus robur	high	8	20°C	20.95	6	Quercusrobur6	Quercus robur_6_high_8	61	15	9155	Zürich	83	1	1	0.33	381
Quercus_yes_8_20°C_8	Quercus	Quercus robur	high	8	20°C	20.95	8	Quercusrobur8	Quercus robur_8_high_8	61	15	9155	Zürich	83	1	0	0.29	381
Betula_yes_16_20°C_260-4	Betula	Betula dahurica	high	16	20°C	20.39	260-4	Betuladahurica260-4	Betula dahurica_260-4_high_16	61	5	5135	Beijing	109	1	1	#N/A	214
Quercus_yes_8_20°C_7	Quercus	Quercus robur	high	8	20°C	21.14	7	Quercusrobur7	Quercus robur_7_high_8	59	13	8209	Zürich	83	1	1	0.12	342
Betula_yes_16_20°C_229-2	Betula	Betula dahurica	high	16	20°C	20.36	229-2	Betuladahurica229-2	Betula dahurica_229-2_high_16	59	3	4154	Beijing	109	1	1	#N/A	173
Acer_yes_16_10°C_219	Acer	Acer truncatum	high	16	10°C	10.86	219	Acertruncatum219	Acer truncatum_219_high_16	91	35	11814	Beijing	109	1	0	#N/A	492
Betula_yes_16_20°C_229-3	Betula	Betula dahurica	high	16	20°C	20.36	229-3	Betuladahurica229-3	Betula dahurica_229-3_high_16	59	3	4154	Beijing	109	1	0	#N/A	173
Betula_yes_16_20°C_260-2	Betula	Betula dahurica	high	16	20°C	20.36	260-2	Betuladahurica260-2	Betula dahurica_260-2_high_16	59	3	4154	Beijing	109	1	1	#N/A	173
Acer_yes_16_15°C_160	Acer	Acer truncatum	high	16	15°C	16.32	160	Acertruncatum160	Acer truncatum_160_high_16	79	23	11695	Beijing	109	1	0	#N/A	487
Acer_yes_16_15°C_223	Acer	Acer truncatum	high	16	15°C	16.32	223	Acertruncatum223	Acer truncatum_223_high_16	79	23	11695	Beijing	109	1	0	#N/A	487
Quercus_yes_8_15°C_4	Quercus	Quercus robur	high	8	15°C	14.89	4	Quercusrobur4	Quercus robur_4_high_8	74	28	11616	Zürich	83	1	1	0.04	484
Quercus_yes_8_15°C_6	Quercus	Quercus robur	high	8	15°C	14.89	6	Quercusrobur6	Quercus robur_6_high_8	74	28	11616	Zürich	83	1	0	0.54	484
Carpinus_no_8_15°C_32	Carpinus	Carpinus turczaninowii	low	8	15°C	15.1	32	Carpinusturczaninowii32	Carpinus turczaninowii_32_low_8	32	32	11598	Beijing	53	1	1	#N/A	483
